Iteration,Start Point,End Point,Path Length
118,"(134, 847)","(298, 191)",891.4600282048252
119,"(432, 409)","(1532, 504)",1547.358656589664
120,"(1193, 1579)","(643, 650)",1385.7779207859198
121,"(1198, 1433)","(466, 430)",1605.0987719598422
122,"(646, 1725)","(1657, 641)",2226.8359287371754
123,"(1978, 968)","(1490, 62)",1363.1971849821755
124,"(1081, 983)","(1813, 180)",1385.6357851621885
125,"(165, 1633)","(1384, 35)",3310.63614409956
126,"(1704, 1563)","(174, 390)",2593.7375157148067
127,"(873, 1154)","(1855, 170)",1980.8998538741205
128,"(1924, 387)","(677, 1726)",2509.364932712778
129,"(1223, 1559)","(1514, 447)",1571.1748904055903
130,"(1838, 546)","(1618, 377)",340.9726547895313
131,"(983, 32)","(324, 1990)",2992.614716074784
132,"(464, 423)","(120, 515)",443.16861428242527
133,"(1231, 227)","(505, 954)",1373.594154601846
134,"(833, 349)","(1355, 1501)",1962.4318164425847
135,"(1269, 888)","(142, 161)",2361.4755390439436
136,"(1764, 1341)","(906, 1275)",1173.8418459228478
137,"(263, 1233)","(445, 1537)",449.4701294725903
138,"(1145, 246)","(1645, 814)",1390.5352800988005
139,"(178, 763)","(1185, 1793)",1976.5272708720904
140,"(51, 108)","(348, 1585)",1871.9566363361112
141,"(939, 999)","(1080, 1187)",351.5584412271582
142,"(412, 971)","(1012, 236)",1255.1433611130128
143,"(247, 1148)","(271, 491)",901.330085889914
144,"(415, 1985)","(461, 1405)",764.0458146424519
145,"(1745, 1205)","(627, 1855)",1708.1059146347798
146,"(1497, 1740)","(142, 1629)",1886.2135623731056
147,"(890, 1295)","(739, 320)",1341.540330732683
148,"(963, 124)","(1566, 1176)",1828.4196231337648
149,"(298, 695)","(803, 172)",954.0357133746868
150,"(913, 197)","(1773, 790)",1587.1992770232305
151,"(179, 1806)","(831, 1965)",934.7758287448646
152,"(1649, 559)","(357, 1576)",2538.3649327127673
153,"(652, 1474)","(600, 1043)",586.8792924010806
154,"(33, 231)","(1884, 1315)",2941.6542545940697
155,"(518, 1521)","(1770, 658)",2519.737515714803
156,"(1129, 1350)","(41, 1024)",1531.086578651022
157,"(219, 1380)","(1410, 1347)",1684.206419698168
158,"(50, 516)","(1257, 1794)",2432.6420612853144
159,"(625, 1879)","(1231, 1217)",1241.7829714198022
160,"(11, 145)","(670, 544)",1052.6387437550163
161,"(715, 88)","(890, 1129)",1526.0155108391566
162,"(1310, 752)","(616, 179)",1441.1088732276075
163,"(1275, 291)","(1813, 1111)",1458.9616869699937
164,"(1266, 1893)","(394, 1029)",1776.792206135795
165,"(1158, 818)","(1840, 911)",1061.7047609329993
166,"(1412, 1984)","(741, 1728)",1041.2438661764006
167,"(122, 929)","(159, 1687)",944.0163773909295
168,"(831, 1352)","(647, 406)",1333.0966799187872
169,"(834, 825)","(1876, 1986)",2052.8704166225975
170,"(649, 1960)","(443, 1645)",467.9676041556487
171,"(1056, 1246)","(731, 505)",1120.8468965567304
172,"(1483, 658)","(1247, 912)",530.2813126546337
173,"(419, 1200)","(1485, 1252)",1651.6206332605411
174,"(1706, 1691)","(1034, 660)",1668.0865786510221
175,"(217, 409)","(548, 866)",699.602163828556
176,"(1149, 982)","(1203, 1309)",421.1320343559655
177,"(847, 1903)","(1651, 565)",2184.7232303649694
178,"(694, 1044)","(1542, 122)",1728.0398974567972
179,"(1821, 547)","(1156, 1840)",2251.1323932934515
180,"(681, 1350)","(410, 1951)",956.7392488184047
181,"(141, 1362)","(490, 1473)",485.938166904126
182,"(1362, 651)","(1479, 453)",303.1320343559651
183,"(1056, 728)","(1949, 1273)",1450.5769106591436
184,"(1316, 1176)","(1995, 1137)",925.994082814344
185,"(1952, 1928)","(1296, 1816)",855.383909759077
186,"(683, 714)","(744, 907)",237.6639969244294
187,"(714, 1340)","(1169, 640)",1087.8468965567304
188,"(1953, 1098)","(1229, 1311)",980.5331880577456
189,"(422, 1631)","(807, 1697)",529.7077195258267
190,"(158, 1413)","(1593, 1716)",2068.8481220460103
191,"(141, 1138)","(833, 1480)",1086.1017305526698
192,"(711, 1619)","(431, 1354)",531.2813126546338
193,"(1236, 647)","(345, 120)",1534.0083681642195
194,"(257, 648)","(1120, 348)",1229.6113985445484
195,"(555, 388)","(932, 1465)",1454.920056409651
196,"(506, 732)","(1733, 942)",1680.9810229537513
197,"(33, 1306)","(268, 1008)",499.6244584051411
198,"(37, 585)","(1576, 1870)",2757.153821318199
199,"(1083, 1013)","(1220, 1504)",674.4062043356621
200,"(855, 52)","(1159, 1147)",1785.892711199183
