Iteration,Start Point,End Point,Path Length
66,"(1287, 1554)","(1833, 828)",1160.7951647286225
67,"(1577, 1413)","(1414, 1646)",352.80108191427763
68,"(182, 27)","(521, 1677)",2173.515077563256
69,"(465, 233)","(1411, 1338)",2258.652162553098
70,"(1512, 95)","(1978, 1754)",2343.6643558619116
71,"(297, 309)","(1635, 987)",2205.5932880500563
72,"(402, 22)","(718, 441)",736.7442994522876
73,"(549, 1334)","(1060, 1393)",718.9158723275408
74,"(450, 629)","(1484, 1213)",1636.0815280171396
75,"(933, 292)","(290, 1155)",1501.3048327205015
76,"(758, 69)","(479, 1102)",1511.81450071238
77,"(750, 510)","(1621, 1516)",1914.922148450706
78,"(672, 1501)","(639, 1653)",192.965512114594
79,"(46, 965)","(1946, 862)",2850.0533162548127
80,"(26, 1517)","(39, 360)",1456.1505037879501
81,"(749, 1212)","(1200, 394)",1683.9515857022288
82,"(1278, 1565)","(1851, 750)",1688.7089450151093
83,"(548, 1824)","(1548, 497)",2322.4166645409064
84,"(330, 853)","(1488, 111)",1929.14249456124
85,"(1467, 332)","(848, 1299)",1753.7383822666322
86,"(1288, 110)","(1736, 249)",844.3422791987347
87,"(222, 1541)","(374, 566)",1402.3637072235465
88,"(1904, 1927)","(1320, 955)",2117.794298176842
89,"(1351, 369)","(1910, 341)",1063.1189744953726
90,"(1342, 1961)","(1221, 1757)",278.40411229460716
91,"(414, 1471)","(1101, 136)",3101.68787592769
92,"(1057, 19)","(1792, 1003)",1794.8632739476602
93,"(1552, 1555)","(867, 888)",1288.9961748553987
94,"(83, 1210)","(1838, 827)",2477.205553146347
95,"(349, 948)","(876, 1164)",744.359523141437
96,"(1221, 1396)","(1762, 628)",1600.7312395916947
97,"(577, 5)","(906, 1492)",2542.595380091071
98,"(989, 307)","(420, 563)",1046.2489168102836
99,"(1546, 959)","(300, 1932)",2161.872508663639
100,"(1638, 1616)","(1153, 700)",1436.2388155425183
101,"(950, 435)","(376, 1373)",1468.878425849308
102,"(1797, 811)","(1054, 780)",1397.79011409474
103,"(199, 1571)","(183, 21)",2107.9292911256343
104,"(1357, 1141)","(1399, 1794)",876.7270555095845
105,"(566, 1260)","(1386, 767)",1374.1626970967702
106,"(469, 1202)","(1199, 1090)",955.8347032479102
107,"(815, 1366)","(1862, 939)",1546.5840533340809
108,"(1728, 1946)","(1660, 1991)",110.19595949289322
109,"(48, 741)","(1162, 736)",1530.0449480906793
110,"(1559, 470)","(413, 425)",1746.1525958290051
111,"(349, 225)","(653, 1099)",1248.410388417772
112,"(13, 897)","(601, 104)",1546.2560594852212
113,"(919, 1927)","(763, 1015)",1413.5058428472778
114,"(885, 1309)","(606, 1863)",836.8275605729729
115,"(569, 599)","(306, 1861)",1671.6429278371263
116,"(1394, 899)","(603, 1756)",1516.9444430272908
117,"(136, 117)","(1273, 1801)",3158.950719150343
118,"(445, 363)","(1119, 231)",973.4082963767171
119,"(780, 1544)","(1837, 516)",2201.404471232104
120,"(1311, 1332)","(352, 1996)",1523.8266940212
121,"(774, 1094)","(1353, 172)",1610.2114703320506
122,"(1635, 1854)","(1493, 950)",1197.9007204258933
123,"(273, 137)","(1992, 337)",2781.512118970358
124,"(545, 1554)","(633, 916)",801.058007951272
125,"(186, 1471)","(973, 873)",1242.7829714198024
126,"(1616, 506)","(1323, 1064)",900.3666658163742
127,"(1511, 1567)","(138, 592)",2150.7648609253156
128,"(234, 496)","(100, 1347)",1051.2123368838231
129,"(1237, 1481)","(217, 425)",1902.5911960090184
130,"(1768, 480)","(1007, 960)",1266.866232540488
131,"(15, 1234)","(1889, 532)",2778.5091603775372
132,"(1580, 606)","(412, 4)",1858.9932162625717
133,"(1140, 824)","(541, 1576)",1523.3931444750697
134,"(1155, 302)","(76, 357)",1506.594154601846
135,"(219, 1227)","(559, 1539)",599.4772721475277
136,"(431, 588)","(180, 206)",832.5849198858534
137,"(1037, 1273)","(804, 558)",1103.3910524340145
138,"(1934, 320)","(678, 669)",1721.9515857022286
139,"(198, 163)","(816, 1389)",2032.9831149948063
140,"(1168, 279)","(830, 755)",803.200143575003
141,"(910, 1704)","(238, 1501)",936.3910524340142
142,"(434, 220)","(1010, 1929)",2617.720271772094
143,"(619, 637)","(421, 1821)",1566.1748904055905
144,"(483, 1643)","(851, 850)",1050.6753236814766
145,"(465, 1826)","(159, 1636)",476.08030252785704
146,"(666, 185)","(1299, 1905)",3019.2076451873386
147,"(1422, 702)","(1458, 1810)",1592.5007922133952
148,"(454, 603)","(1656, 1535)",2057.8115421195516
149,"(524, 1098)","(389, 1486)",566.6955262170069
150,"(1660, 186)","(363, 1282)",2518.541556221914
151,"(1842, 85)","(1185, 1399)",1919.272436876151
152,"(1863, 39)","(1118, 1366)",1921.3435046880163
153,"(384, 1756)","(1637, 1479)",1764.4734470029273
154,"(1087, 363)","(759, 343)",423.3279938488589
155,"(1262, 844)","(251, 134)",2104.9709216859783
156,"(1072, 12)","(433, 208)",822.6854249492416
157,"(930, 194)","(1531, 999)",1319.3809511662494
158,"(273, 84)","(319, 200)",158.24978336205567
159,"(415, 1759)","(1232, 345)",2639.803532892776
160,"(847, 1884)","(1485, 1833)",874.7098115668817
161,"(858, 1908)","(1802, 1616)",1547.270344835096
162,"(1378, 192)","(799, 362)",1013.9646455628214
163,"(71, 1988)","(16, 1486)",618.0681092190373
164,"(687, 1150)","(1706, 500)",1731.6673144547667
165,"(624, 644)","(1377, 1586)",1693.0987719598425
166,"(1485, 1073)","(1837, 296)",1145.0012254892815
167,"(1868, 106)","(544, 85)",2104.9536777432772
168,"(158, 508)","(304, 1314)",1080.5798692519709
169,"(627, 205)","(1076, 249)",581.6244584051416
170,"(964, 1305)","(1886, 1981)",1521.7139956489918
171,"(198, 976)","(834, 1875)",1439.4347750354123
172,"(866, 835)","(1218, 1998)",1728.0104602052738
173,"(17, 667)","(1420, 192)",2065.8775592975326
174,"(595, 681)","(569, 988)",382.24473272817346
175,"(619, 297)","(322, 1778)",2164.657213186989
176,"(1719, 227)","(1202, 362)",907.4082963767171
177,"(334, 781)","(781, 1732)",1371.6235918533687
178,"(1791, 114)","(759, 901)",1713.2236636408707
179,"(153, 385)","(479, 251)",452.82546853191775
180,"(1885, 1157)","(1418, 304)",1515.9738802788138
181,"(617, 774)","(836, 305)",624.1219330882002
182,"(1392, 691)","(57, 1629)",2463.59538009108
183,"(855, 729)","(1459, 713)",1072.8052659963876
184,"(568, 1343)","(1544, 1144)",1669.324168704259
185,"(279, 1699)","(435, 911)",1043.5504320004482
186,"(1343, 176)","(640, 1478)",2368.0735187903942
187,"(1561, 1406)","(1099, 102)",2092.8998538741143
188,"(747, 869)","(1423, 1221)",962.2194795587608
189,"(1957, 1166)","(1711, 463)",1072.432682994357
190,"(599, 1285)","(478, 153)",1686.8317446550827
191,"(311, 592)","(1873, 1511)",2470.198410471411
192,"(543, 1719)","(1924, 1758)",1930.4978336205677
193,"(956, 1497)","(829, 738)",997.2661607529859
194,"(1670, 1077)","(559, 1577)",1639.708945015109
195,"(1893, 1413)","(1597, 429)",1429.1210665364274
196,"(1037, 1240)","(1580, 911)",841.9940828143439
197,"(243, 339)","(1198, 1947)",2674.288814267013
198,"(1098, 4)","(921, 890)",1185.46212024588
199,"(1004, 1775)","(528, 1195)",975.3910524340145
200,"(251, 1819)","(1469, 221)",2956.651296001255
