Iteration,Start Point,End Point,Path Length
152,"(1134, 1388)","(1028, 488)",1364.9717882377588
153,"(551, 1462)","(1501, 820)",2463.517169604281
154,"(1976, 661)","(1410, 47)",1828.2652942012135
155,"(1599, 189)","(12, 1480)",3417.736649162926
156,"(1779, 583)","(1121, 425)",1043.6336931211338
157,"(1273, 161)","(493, 850)",1491.0327547818592
158,"(336, 144)","(1770, 1724)",4181.3316703164855
159,"(501, 1240)","(569, 409)",1064.1067811865523
160,"(281, 1670)","(1560, 387)",2790.200502512432
161,"(1735, 1472)","(1947, 836)",930.3372285648516
162,"(241, 1504)","(1519, 329)",2953.367024753786
163,"(78, 514)","(567, 136)",834.5189027078703
164,"(1443, 747)","(1079, 220)",987.2783540618062
165,"(120, 525)","(296, 893)",541.2518754031108
166,"(519, 299)","(1482, 555)",1652.7972567696775
167,"(793, 622)","(1632, 1007)",1511.606347910666
168,"(1781, 231)","(725, 632)",1626.6723650886488
169,"(1127, 867)","(1053, 645)",316.0315292925768
170,"(1875, 1391)","(1868, 1905)",725.2051942088856
171,"(1332, 1231)","(236, 288)",2863.293864900883
172,"(820, 886)","(1282, 794)",653.3767670841394
173,"(1082, 1846)","(1487, 37)",2522.4044712320724
174,"(905, 481)","(270, 1392)",1655.5718600252608
175,"(374, 1481)","(643, 1242)",609.7787873376923
176,"(1956, 1317)","(1037, 699)",2267.078569424289
177,"(1974, 104)","(419, 444)",2724.264427649379
178,"(1589, 1265)","(1054, 327)",0
179,"(1747, 1114)","(1741, 230)",1312.0428560496243
180,"(707, 220)","(1251, 1644)",2925.881743379546
181,"(896, 435)","(586, 1134)",1002.1067811865524
182,"(1549, 744)","(1249, 1588)",1869.336362013079
183,"(1262, 93)","(1086, 1112)",1597.074385342202
184,"(1846, 1344)","(1126, 1269)",1140.734198184522
185,"(963, 1117)","(388, 203)",2100.426765808694
186,"(1882, 695)","(1898, 1524)",1192.1139238614899
187,"(469, 245)","(583, 1202)",1230.2733034279238
188,"(393, 625)","(1466, 1221)",3066.3030996168322
189,"(183, 1743)","(1572, 662)",2875.3548314449804
190,"(1534, 1369)","(575, 1753)",1361.6357851621888
191,"(971, 1525)","(1240, 367)",1752.856131272723
192,"(1814, 1519)","(1366, 1549)",620.1635636485428
193,"(1177, 321)","(703, 1295)",2118.7821048680216
194,"(1191, 389)","(1983, 735)",1453.0794359760846
195,"(1746, 822)","(1889, 1761)",1373.2804461028613
196,"(454, 508)","(798, 404)",562.6244584051414
197,"(1133, 523)","(647, 676)",747.9158723275409
198,"(727, 252)","(910, 1767)",2982.7934316249734
199,"(877, 1051)","(605, 491)",861.9869401394066
200,"(512, 1027)","(4, 632)",1052.81031663027
