Iteration,Start Point,End Point,Path Length
55,"(1913, 312)","(1958, 718)",584.8792924010806
56,"(463, 1863)","(614, 191)",2428.2572849744556
57,"(1977, 957)","(1098, 192)",1735.9810229537513
58,"(196, 114)","(196, 29)",160.96551211459382
59,"(1504, 1293)","(657, 715)",1435.7606768432172
60,"(1428, 533)","(522, 1455)",1987.14249456124
61,"(875, 1576)","(1107, 331)",2102.669406495815
62,"(264, 1694)","(1721, 694)",2841.6269093836263
63,"(666, 1780)","(194, 1021)",1160.1727983645353
64,"(647, 1938)","(912, 1434)",782.7270555095845
65,"(1377, 1162)","(1058, 1328)",492.6955262170069
66,"(389, 1848)","(1043, 803)",1587.2581515262762
67,"(290, 1228)","(1776, 1219)",1962.2013690642855
68,"(1761, 859)","(1515, 1907)",1420.5352800988005
69,"(651, 1747)","(1973, 203)",2936.4086553141237
70,"(1294, 1813)","(358, 147)",3376.7833303571733
71,"(1235, 1117)","(1616, 1628)",853.6437943888993
72,"(931, 908)","(487, 343)",979.9230150024786
73,"(1429, 1066)","(44, 185)",2760.838020778172
74,"(1749, 1107)","(400, 1360)",1930.0714267493747
75,"(1625, 17)","(542, 466)",2027.2358569496917
76,"(745, 672)","(1307, 924)",832.3128419472115
77,"(341, 401)","(667, 781)",626.6488450227815
78,"(125, 365)","(1588, 9)",2148.4511524263316
79,"(1818, 913)","(1300, 1624)",1122.0306627408042
80,"(1800, 863)","(1669, 1938)",1400.3515139147269
81,"(363, 231)","(1469, 1623)",2730.980156401902
82,"(1294, 480)","(1802, 1547)",1708.4368670764673
83,"(170, 1551)","(879, 1986)",1135.072293301147
84,"(679, 973)","(1163, 1628)",1103.2438661764008
85,"(1863, 1589)","(322, 1933)",2292.2400410317678
86,"(818, 237)","(1759, 1305)",1920.4440097514046
87,"(1363, 36)","(1431, 7)",162.1370849898476
88,"(415, 969)","(883, 1966)",1436.9078631008308
89,"(1935, 1614)","(1650, 1047)",901.1828996323004
90,"(1356, 1000)","(927, 114)",1385.0256121069224
91,"(1646, 1516)","(1552, 1122)",523.1097397793799
92,"(1402, 1790)","(1531, 601)",2056.3140674364927
93,"(65, 1645)","(149, 1591)",135.72287142747442
94,"(1467, 454)","(1125, 915)",834.3839097590769
95,"(20, 161)","(1701, 670)",2227.034846822893
96,"(1496, 1466)","(951, 1336)",774.643794388899
97,"(332, 331)","(1056, 1355)",1768.5079348883328
98,"(1001, 679)","(153, 789)",1127.876333808253
99,"(1041, 1896)","(1367, 170)",2501.9852070358106
100,"(959, 385)","(472, 598)",725.1168824543174
101,"(1521, 1253)","(1304, 923)",722.1757569573629
102,"(1688, 615)","(1042, 1223)",1546.4591616530524
103,"(1299, 841)","(1768, 1868)",1774.1231585774824
104,"(655, 1731)","(150, 1057)",1114.2316728675808
105,"(615, 1888)","(1422, 70)",2854.2543263815824
106,"(468, 247)","(35, 1022)",1092.018469431984
107,"(1611, 698)","(414, 1880)",2546.749709023622
108,"(1813, 21)","(858, 1017)",1857.5323215059727
109,"(869, 964)","(193, 528)",1132.1189744953724
110,"(42, 934)","(20, 1091)",200.4213562373099
111,"(707, 1466)","(1866, 1195)",1860.6328265693612
112,"(450, 345)","(1525, 1298)",2389.0735187903924
113,"(864, 302)","(1446, 889)",1130.6753236814768
114,"(841, 786)","(169, 1441)",1418.6235918533687
115,"(528, 743)","(570, 1264)",662.7787873376927
116,"(372, 1294)","(857, 1904)",1051.6458864299539
117,"(1385, 319)","(194, 112)",1913.6795077635866
118,"(324, 1219)","(438, 1032)",288.98989873223417
119,"(1329, 1270)","(681, 1931)",1245.0083681642188
120,"(371, 555)","(1690, 491)",1855.8510806388404
121,"(1860, 1093)","(1794, 540)",749.6732316404217
122,"(978, 865)","(1288, 84)",1138.917964368596
123,"(1721, 456)","(1890, 1143)",960.864140499433
124,"(1134, 1118)","(1140, 1010)",139.48023074035515
125,"(1207, 1736)","(1752, 1573)",729.5605332682131
126,"(532, 1725)","(1551, 1591)",1434.2875887777986
127,"(1422, 1623)","(504, 283)",2771.122292025631
128,"(1307, 1212)","(343, 845)",1397.2337649086355
129,"(1588, 521)","(1243, 38)",915.6093065034935
130,"(779, 371)","(946, 1786)",2475.967963093107
131,"(1162, 118)","(1732, 872)",1519.8317446550825
132,"(573, 626)","(957, 837)",580.9797974644689
133,"(490, 356)","(1666, 408)",1781.3779925734218
134,"(1755, 64)","(1723, 618)",808.1290757631375
135,"(268, 1231)","(507, 1094)",348.6589462905465
136,"(1217, 1616)","(1162, 793)",1232.8712831743705
137,"(1517, 1303)","(1169, 742)",959.0113267570466
138,"(1519, 512)","(1183, 1798)",1833.5617587574957
139,"(136, 604)","(1238, 1202)",1615.3536059557816
140,"(967, 1192)","(1939, 171)",1961.6155826266586
141,"(286, 1196)","(1650, 781)",1893.5150775632703
142,"(1073, 945)","(500, 532)",937.0651506262094
143,"(1703, 394)","(1575, 497)",188.32085117392145
144,"(1467, 1598)","(73, 734)",2283.7181797310855
145,"(1547, 878)","(1971, 1447)",900.3666658163743
146,"(1729, 1797)","(1295, 1469)",700.0458146424519
147,"(552, 109)","(186, 1108)",1384.1210665364272
148,"(193, 138)","(1109, 177)",1150.8031739553332
149,"(471, 497)","(613, 1206)",991.4793641885827
150,"(1330, 1815)","(1328, 23)",2598.394369964292
151,"(1655, 101)","(1096, 758)",1109.4743135547003
152,"(1781, 966)","(1428, 1576)",909.396103067897
153,"(1356, 526)","(1974, 259)",1064.917964368596
154,"(899, 1231)","(771, 1778)",725.4894654563477
155,"(321, 986)","(9, 1955)",1290.2144289248781
156,"(1338, 1375)","(1451, 1000)",487.938166904126
157,"(53, 1226)","(433, 1029)",603.7909806465124
158,"(356, 408)","(425, 1197)",1047.3494218736716
159,"(199, 1130)","(209, 15)",1604.6896090313517
160,"(1935, 1055)","(755, 7)",2318.58823741617
161,"(1431, 915)","(1470, 669)",297.7766952966375
162,"(1328, 1935)","(22, 700)",2655.3771260215894
163,"(191, 51)","(1261, 431)",1352.3199846221494
164,"(1130, 1742)","(83, 45)",3600.908222038177
165,"(406, 1407)","(175, 1990)",948.5798692519709
166,"(591, 200)","(1028, 1191)",1679.8733752154258
167,"(1040, 716)","(120, 923)",1366.0966799187875
168,"(694, 361)","(455, 1710)",2159.853172679882
169,"(924, 1797)","(421, 36)",3300.4574285493713
170,"(1463, 1547)","(696, 1204)",1086.6458864299539
171,"(892, 1552)","(1228, 1531)",447.48232278141006
172,"(134, 1379)","(589, 420)",1335.5819612930259
173,"(592, 182)","(336, 1797)",2254.711037056143
174,"(1014, 1329)","(1838, 1988)",1338.3220766632041
175,"(737, 58)","(1377, 1815)",2655.234990397851
176,"(408, 248)","(1237, 1988)",3347.1975439195426
177,"(595, 1761)","(203, 283)",2089.5100269293816
178,"(1072, 1483)","(392, 264)",2777.2177464551346
179,"(1668, 1764)","(394, 1582)",1806.1891757554654
180,"(404, 573)","(418, 858)",377.21529547665074
181,"(571, 1920)","(1368, 749)",2011.6694064958215
182,"(791, 1639)","(944, 1349)",410.12698372208246
183,"(1288, 1085)","(238, 1194)",1546.6307345283062
184,"(821, 822)","(1697, 1707)",1697.4663043279902
185,"(147, 1276)","(467, 1806)",810.4722215136453
186,"(1962, 706)","(842, 1323)",2221.4633457351415
187,"(728, 455)","(1340, 48)",989.7220048757022
188,"(336, 1834)","(1542, 1309)",1757.390185882242
189,"(261, 821)","(63, 1914)",1404.8246019801452
190,"(1160, 1574)","(1637, 263)",1875.6033893178385
191,"(763, 1957)","(942, 783)",1650.5129855222153
192,"(1978, 680)","(1539, 212)",885.3128419472114
193,"(1049, 695)","(1189, 1577)",1131.3666658163743
194,"(1790, 308)","(1760, 1003)",970.592062560791
195,"(1036, 1628)","(69, 847)",2021.586145375136
196,"(817, 1006)","(186, 188)",1621.3586565896642
197,"(903, 354)","(1815, 506)",1473.7484835343973
198,"(954, 1540)","(84, 1039)",1434.890619158128
199,"(1362, 971)","(108, 1030)",1653.542422773738
200,"(1615, 1974)","(1206, 1084)",1562.2703448350958
