Iteration,Start Point,End Point,Path Length
1,"(705, 1309)","(691, 48)",1587.9789309126963
2,"(1925, 646)","(1984, 1358)",939.0357133746867
3,"(1908, 1782)","(939, 357)",2790.4431431995486
4,"(139, 1159)","(501, 1427)",613.8204178980354
5,"(466, 869)","(1979, 1617)",2235.705986422262
6,"(1994, 52)","(1356, 727)",1112.1555544218324
7,"(899, 1934)","(1129, 1354)",808.6143571373763
8,"(1171, 1105)","(1692, 1709)",1046.06515062621
9,"(859, 1287)","(1565, 1142)",940.0651506262096
10,"(511, 432)","(1742, 635)",1688.7678195181545
11,"(946, 1233)","(525, 1423)",636.5189027078703
12,"(1712, 966)","(1800, 460)",685.8031739553326
13,"(321, 1063)","(464, 479)",744.0752518939745
14,"(1080, 316)","(902, 673)",588.8376618407378
15,"(1489, 1087)","(199, 1072)",1823.2896808188534
16,"(907, 932)","(1749, 855)",1234.942350986236
17,"(751, 59)","(750, 246)",236.2497833620563
18,"(1283, 214)","(1366, 1031)",1149.3738084913118
19,"(1659, 1100)","(1469, 1046)",270.33304448274157
20,"(837, 1921)","(1724, 1539)",1536.4713549618725
21,"(881, 1159)","(121, 1001)",1041.734198184522
22,"(464, 1206)","(179, 670)",802.2762620207511
23,"(1768, 674)","(642, 250)",1763.83888733002
24,"(1377, 626)","(1871, 1972)",1970.7160876900468
25,"(885, 1776)","(272, 874)",1552.672365088649
26,"(658, 1520)","(1222, 233)",2371.5293629131106
27,"(224, 635)","(734, 1580)",1399.2926394116812
28,"(1420, 1450)","(858, 130)",2184.6572131869834
29,"(211, 625)","(892, 344)",1158.7291475506397
30,"(411, 1560)","(453, 1618)",96.85281374238559
31,"(1857, 1771)","(1262, 1940)",802.5554826343307
32,"(1476, 1699)","(1574, 1344)",474.06810921903707
33,"(32, 47)","(625, 1391)",1973.8927111991836
34,"(191, 342)","(241, 1128)",1040.3788591251944
35,"(211, 181)","(999, 849)",1313.0722933011477
36,"(1173, 855)","(155, 792)",1450.7068529740543
37,"(1893, 456)","(218, 808)",2268.0907627331044
38,"(267, 1750)","(853, 658)",1609.897761833066
39,"(1230, 1733)","(834, 1543)",560.264068711931
