Iteration,Start Point,End Point,Path Length
1,"(972, 77)","(1807, 1515)",2338.215654414127
2,"(339, 512)","(635, 1587)",1504.2632021601587
3,"(1379, 797)","(622, 958)",1307.8246019801452
4,"(748, 132)","(24, 277)",1206.0306627408042
5,"(562, 1783)","(1106, 1344)",1022.0479066835069
6,"(1767, 999)","(514, 850)",1888.3140674364938
7,"(1936, 1161)","(1669, 1121)",364.2863632885162
8,"(645, 1768)","(1714, 462)",2411.4288578497185
9,"(1505, 1189)","(404, 1243)",1544.9566363361112
10,"(618, 1310)","(668, 1036)",350.7594513539349
11,"(816, 745)","(255, 1778)",1650.7850634608571
12,"(245, 1567)","(1069, 1596)",1113.528137423863
13,"(1998, 446)","(296, 1788)",3285.192493285656
14,"(1145, 1051)","(1057, 1471)",533.3696244092022
15,"(21, 786)","(674, 779)",994.6042558696112
16,"(569, 81)","(1789, 265)",1950.3729419395395
17,"(44, 555)","(102, 646)",126.33809511662416
18,"(1533, 185)","(1830, 964)",1330.4276323604752
19,"(158, 1656)","(1094, 1398)",1395.4469683442321
20,"(1700, 580)","(776, 1013)",1692.294731452736
21,"(1813, 1384)","(1437, 1235)",552.5950211536185
22,"(469, 1665)","(1677, 1166)",1933.5567081236131
23,"(1149, 1264)","(1162, 414)",1317.854039231668
24,"(1053, 1178)","(1924, 1778)",1438.890619158128
25,"(778, 1616)","(860, 864)",1010.7463914933421
26,"(1585, 889)","(1424, 1550)",1033.4915574974025
27,"(1079, 1279)","(880, 956)",503.1097397793799
28,"(156, 644)","(110, 958)",395.04372260139695
29,"(1814, 728)","(744, 223)",1763.5251788310354
30,"(673, 1569)","(278, 1158)",766.5727265770332
31,"(1817, 474)","(152, 344)",2407.789247542928
32,"(1457, 1000)","(667, 1476)",1280.8956697920105
33,"(1974, 1490)","(1402, 418)",1835.4612536941074
34,"(1896, 1573)","(1371, 99)",2295.321210111407
35,"(1741, 583)","(423, 76)",1926.7627688842722
36,"(222, 1961)","(517, 1639)",573.7665940288723
37,"(1690, 585)","(535, 1452)",2311.0146442873533
38,"(554, 194)","(553, 842)",853.7392488184045
39,"(1429, 171)","(613, 656)",1428.9078631008306
40,"(698, 525)","(1034, 898)",661.8326112068553
41,"(1101, 57)","(843, 735)",1049.609306503494
42,"(1563, 928)","(761, 1662)",1382.9028124669483
43,"(1524, 135)","(1746, 262)",371.1147904132624
44,"(1715, 1058)","(198, 664)",2091.3384540541283
45,"(1068, 1545)","(62, 1452)",1439.3586565896642
46,"(765, 1906)","(301, 160)",3591.660530717174
47,"(548, 1076)","(1403, 615)",1496.902812466948
48,"(1820, 47)","(1651, 553)",754.9869401394062
49,"(1762, 780)","(1643, 239)",783.2001435750027
50,"(247, 942)","(1784, 828)",2290.3577900378664
51,"(583, 749)","(1722, 426)",1629.086578651022
52,"(667, 765)","(1949, 1243)",1952.9414844344633
53,"(721, 1222)","(1099, 1611)",685.1879502661831
54,"(1714, 1887)","(1065, 1662)",887.4671708797625
55,"(418, 11)","(1722, 1569)",2807.472580451069
56,"(1082, 1744)","(333, 1346)",1119.4865068635202
57,"(1621, 1236)","(1051, 515)",1358.1210665364274
58,"(388, 1602)","(1929, 1301)",2377.4826817188805
59,"(414, 1142)","(1310, 491)",1875.0886706920771
60,"(619, 897)","(171, 1201)",738.8742417671981
61,"(209, 1016)","(240, 796)",292.1614716074879
62,"(388, 868)","(1099, 1188)",1006.9768388716412
63,"(1694, 1241)","(772, 424)",1748.0348468229142
64,"(171, 1956)","(803, 1751)",918.5504320004482
65,"(1489, 58)","(112, 1029)",2408.7303730398903
66,"(1600, 1723)","(971, 53)",2576.240041031739
67,"(1327, 1542)","(461, 375)",1901.6744571297043
68,"(299, 1834)","(1065, 573)",1961.5150775632703
69,"(747, 868)","(1274, 1258)",896.9696961967038
70,"(1280, 540)","(595, 878)",1021.6214998123137
71,"(482, 763)","(695, 1101)",485.8670990922605
72,"(1874, 1434)","(1721, 88)",1769.4835482706926
73,"(1078, 1986)","(1204, 1175)",1146.190042307238
74,"(568, 146)","(1932, 683)",2105.3384540541265
75,"(1411, 970)","(1468, 1452)",626.3351365237966
76,"(1646, 1033)","(953, 1343)",990.5331880577453
77,"(1137, 121)","(1670, 209)",900.83470324791
78,"(192, 425)","(198, 1002)",761.6732316404214
79,"(1649, 1986)","(1051, 632)",2327.6593052280246
80,"(1694, 1260)","(1159, 991)",923.6265504461961
81,"(1716, 73)","(602, 34)",1842.3952365161247
82,"(1746, 698)","(843, 1407)",1838.0054095713915
83,"(1685, 1525)","(1665, 1124)",522.5950211536185
84,"(719, 253)","(1549, 176)",1174.1555544218327
85,"(851, 1015)","(701, 278)",1003.579869251971
86,"(35, 1499)","(579, 1575)",749.200143575003
87,"(1712, 737)","(1593, 1175)",610.6194077712588
88,"(931, 502)","(1718, 1145)",1373.8489885977854
89,"(101, 944)","(839, 1308)",1158.7707781109825
90,"(281, 603)","(730, 225)",799.9158723275409
91,"(1539, 1664)","(569, 47)",2901.075610831393
92,"(1714, 1279)","(924, 1760)",1210.7829714198024
93,"(1675, 423)","(1272, 996)",909.4082963767171
94,"(1982, 1200)","(1436, 798)",879.2834046956887
95,"(1423, 572)","(819, 1238)",1495.4469683442323
96,"(1438, 1365)","(1048, 784)",907.3544725075542
97,"(1773, 1538)","(149, 608)",2508.0095936534567
98,"(1825, 455)","(1052, 1623)",1962.0419894978518
99,"(1450, 937)","(328, 1417)",1771.7038943812267
100,"(479, 589)","(419, 628)",83.81118318204302
101,"(1358, 460)","(1683, 1784)",1994.5861453751359
102,"(777, 197)","(1696, 305)",1344.5474734076206
103,"(1681, 513)","(997, 774)",998.6336931211338
104,"(909, 1517)","(105, 786)",1470.7068529740545
105,"(904, 28)","(112, 1399)",2135.7993488107227
106,"(1523, 998)","(169, 1534)",1986.7821048680298
107,"(1161, 1412)","(286, 782)",1382.2632021601585
108,"(1374, 670)","(1639, 1954)",1799.7505755754523
