Iteration,Start Point,End Point,Path Length
1,"(290, 550)","(615, 339)",517.2102448427682
2,"(1074, 154)","(31, 1449)",2305.9120471829146
3,"(1687, 1710)","(39, 1388)",2328.2694782832896
4,"(436, 214)","(848, 1478)",1949.7455249415696
5,"(1925, 459)","(1849, 925)",637.3767670841393
6,"(1022, 891)","(1432, 570)",720.9036790187208
7,"(572, 1330)","(1601, 839)",1500.258151526276
8,"(1961, 864)","(827, 1804)",2721.774095641238
9,"(1690, 155)","(898, 1342)",1990.2013690642857
10,"(1972, 654)","(58, 1631)",3598.123517514803
11,"(1450, 1779)","(1753, 605)",2285.705986422255
12,"(542, 43)","(373, 422)",612.6316010800788
13,"(1391, 1678)","(719, 1080)",1229.256059485221
14,"(1705, 465)","(1967, 1752)",1715.3830432073044
15,"(252, 960)","(300, 359)",780.6610383316016
16,"(151, 1449)","(1218, 1385)",1548.270344835096
17,"(169, 1936)","(108, 1806)",182.7645019878174
18,"(1212, 504)","(1571, 963)",709.175756957363
19,"(1040, 499)","(915, 1992)",2260.404471232096
20,"(1598, 873)","(863, 1252)",1397.6652224137113
21,"(832, 598)","(1235, 1187)",894.0285706997493
22,"(566, 1030)","(559, 969)",78.32590180780447
23,"(1384, 985)","(181, 438)",2511.617674667663
24,"(113, 1343)","(918, 136)",1853.922148450706
25,"(1333, 502)","(515, 1655)",2346.0146442873483
26,"(62, 1206)","(1109, 180)",2001.858223313778
27,"(398, 1373)","(1731, 880)",1839.7871555019124
28,"(1971, 875)","(511, 560)",2288.49278298666
29,"(914, 30)","(1614, 488)",1431.9738802788138
30,"(119, 859)","(1355, 1282)",1847.047040131734
31,"(726, 1835)","(196, 166)",2534.0806614653156
32,"(11, 38)","(386, 1551)",1899.6723650886493
33,"(925, 1196)","(1538, 1018)",856.124025129255
34,"(531, 1952)","(383, 253)",2298.919189857844
35,"(1612, 358)","(1533, 1266)",1549.3170260293214
36,"(916, 1632)","(982, 1098)",868.4966081312853
37,"(567, 180)","(1874, 1976)",3215.9599538663238
38,"(33, 1708)","(1435, 830)",2746.443143199555
39,"(161, 1613)","(1032, 829)",1538.9150057757681
40,"(1911, 1544)","(1806, 1905)",621.0508652763345
41,"(1982, 44)","(1565, 617)",867.266160752986
42,"(533, 113)","(943, 1300)",2430.333403420209
43,"(105, 827)","(448, 1633)",1061.5798692519709
44,"(1286, 1358)","(983, 531)",1199.3910524340147
45,"(1413, 241)","(545, 1579)",2675.9334752076834
46,"(1683, 1101)","(1949, 655)",724.7737367038098
47,"(658, 776)","(366, 289)",760.5432893255108
48,"(1978, 1636)","(1299, 30)",2445.8968952812493
49,"(1992, 1572)","(871, 1464)",1703.3657992646017
50,"(1894, 359)","(42, 39)",2802.242133072776
