Iteration,Start Point,End Point,Path Length
119,"(1248, 1078)","(1945, 1573)",1121.2733034279233
120,"(97, 744)","(1411, 1793)",2324.2989155348096
121,"(116, 511)","(1003, 1792)",2225.3090168025888
122,"(798, 1062)","(1365, 1334)",822.6854249492419
123,"(1254, 983)","(1733, 743)",695.874241767198
124,"(1331, 14)","(743, 218)",811.058007951272
125,"(1174, 1659)","(518, 929)",1348.920056409651
126,"(16, 1577)","(984, 544)",1780.2774875100336
127,"(1291, 902)","(150, 244)",2339.8481220459735
128,"(1957, 512)","(1085, 37)",1540.81450071238
129,"(207, 1624)","(1266, 1624)",1483.542422773738
130,"(1816, 1468)","(1232, 1631)",816.1412690719577
131,"(1127, 102)","(404, 1567)",2394.362840671736
132,"(865, 960)","(1307, 453)",1139.7707781109823
133,"(1919, 1034)","(642, 1856)",1969.9242404917609
134,"(291, 1363)","(643, 1184)",485.3229432149764
135,"(332, 1162)","(404, 1365)",268.46298679765255
136,"(1716, 1306)","(1081, 1156)",1081.46212024588
137,"(629, 1950)","(413, 702)",1613.5891039679634
138,"(1738, 1850)","(1401, 300)",2799.058366888699
139,"(572, 1654)","(1464, 932)",1797.1181079435996
140,"(266, 1319)","(1136, 1743)",1325.16269709677
141,"(741, 1626)","(1540, 272)",2252.4339084836156
142,"(1855, 102)","(1671, 1273)",1644.1525958290053
143,"(1074, 871)","(466, 345)",989.2072862499406
144,"(1270, 702)","(1155, 38)",1033.6631303726567
145,"(930, 1312)","(1107, 284)",1661.8266940212004
146,"(1800, 42)","(561, 318)",2016.6866504385239
147,"(32, 351)","(1729, 510)",2303.953677743253
148,"(1274, 1984)","(1433, 1501)",678.732106143467
149,"(854, 1422)","(1311, 76)",2082.1252506185333
150,"(1360, 38)","(1483, 1751)",2384.688742479543
151,"(1110, 681)","(652, 1530)",1533.4520189781151
152,"(597, 1860)","(437, 1401)",599.4062043356621
153,"(238, 1884)","(842, 1757)",879.2367235014633
154,"(620, 1785)","(1796, 1382)",1726.6795077635863
155,"(570, 1786)","(314, 1357)",676.5016587651677
156,"(1904, 1612)","(1362, 1526)",761.5016587651678
157,"(1406, 1750)","(165, 1643)",1681.3952365161244
158,"(404, 1779)","(298, 1202)",761.3889603929598
159,"(875, 518)","(787, 136)",567.6366517139613
160,"(377, 1066)","(1337, 1473)",1555.0987719598425
161,"(1435, 1254)","(114, 494)",2150.108006675827
162,"(1816, 104)","(417, 814)",2141.4389591175113
163,"(1408, 1199)","(507, 1871)",1486.6134905856036
164,"(249, 717)","(1674, 1727)",2559.7202717720993
165,"(255, 1788)","(1340, 388)",2798.011685694474
166,"(1892, 1832)","(282, 1717)",2257.91413922397
167,"(1037, 341)","(906, 1420)",1858.206419698168
168,"(1540, 1771)","(505, 1546)",1510.8439379639028
169,"(1333, 483)","(511, 709)",1126.2611101191035
170,"(928, 1102)","(970, 687)",545.2813126546339
171,"(307, 1743)","(1813, 1449)",2112.3039661687203
172,"(99, 217)","(1688, 835)",2248.2186130069686
173,"(1417, 1680)","(696, 1485)",1001.4915574974028
174,"(785, 876)","(604, 960)",256.98989873223394
175,"(1131, 1615)","(552, 114)",2800.016736328354
176,"(354, 1954)","(1809, 1911)",2125.007501612437
177,"(1180, 207)","(176, 901)",1777.596246642901
178,"(1067, 1425)","(1757, 304)",1823.5079348883326
179,"(428, 1217)","(157, 486)",1012.7148622007645
180,"(1902, 1240)","(1512, 1826)",954.7220048757019
181,"(1368, 1166)","(680, 1387)",1014.6753236814766
182,"(1197, 467)","(1634, 1173)",1087.0184694319842
183,"(513, 156)","(1003, 449)",796.1757569573632
184,"(1569, 1693)","(866, 980)",1285.8662325404878
185,"(865, 629)","(1978, 1963)",2509.328352786325
186,"(578, 1636)","(1251, 789)",1757.922148450706
187,"(691, 1644)","(1192, 1557)",702.0874452027947
188,"(584, 1462)","(309, 1126)",579.3229432149765
189,"(1055, 1937)","(1813, 1569)",1179.4570696119974
190,"(1257, 72)","(358, 844)",1689.684558397469
191,"(866, 1095)","(764, 1663)",724.2468247692284
192,"(764, 630)","(1981, 417)",1885.8632739476607
193,"(1075, 146)","(1553, 1883)",2671.4360005246267
194,"(1596, 164)","(1930, 466)",596.2224381515887
195,"(1789, 813)","(35, 1159)",3396.346822218195
196,"(1040, 1758)","(932, 1965)",319.9604614807114
197,"(1515, 199)","(755, 555)",1306.427632360475
198,"(1386, 1038)","(338, 424)",2250.4805896778394
199,"(610, 666)","(738, 649)",154.09545442950497
200,"(1934, 571)","(1401, 1244)",1622.726188957812
